ACCURL,ACCTEXT,ACCTEXTW,ACCTYPE
http://www.iop.org/education/higher_education/accreditation/page_43310.html,Accredited by the Institute of Physics (IOP) on behalf of the Engineering Council for the purposes of fully meeting the academic requirements for registration as an Engineering Technician and partially meeting the academic requirement for registration as an Incorporated Engineer.,Hachredu gan y Sefydliad Ffiseg (IOP) ar ran y Cyngor Peirianneg at ddibenion llawn cwrdd â'r gofynion academaidd ar gyfer cofrestru fel Technegydd Peirianneg a rhannol gwrdd â'r gofynion academaidd ar gyfer cofrestru fel Peiriannydd Corfforedig.,08907
http://www.iop.org/education/higher_education/accreditation/page_43310.html,Accredited by the Institute of Physics (IOP) on behalf of the Engineering Council for the purposes of partially meeting the academic requirement for registration as a Chartered Engineer.,Hachredu gan y Sefydliad Ffiseg (IOP) ar ran y Cyngor Peirianneg at ddibenion rhannol gwrdd â'r gofynion academaidd ar gyfer cofrestru fel Peiriannydd Siartredig.,08908
http://www.engc.org.uk/informationfor/students-apprentices-and-graduates/,Accredited by the Institution of Gas Engineers and Managers (IGEM) on behalf of the Engineering Council for the purposes of fully meeting the academic requirements for registration as an Engineering Technician and partially meeting the academic requirement for registration as an Incorporated Engineer.,Achredir gan Sefydliad y Peirianwyr Nwy a Rheolwyr (IGEM) ar ran y Cyngor Peirianneg at ddibenion llawn cwrdd â'r gofynion academaidd ar gyfer cofrestru fel Technegydd Peirianneg a rhannol gwrdd â'r gofynion academaidd ar gyfer cofrestru fel Peiriannydd Corfforedig.,09804
http://www.engc.org.uk/informationfor/students-apprentices-and-graduates/,Accredited by the Institution of Gas Engineers and Managers (IGEM) on behalf of the Engineering Council for the purposes of partially meeting the academic requirement for registration as a Chartered Engineer.,Achredir gan Sefydliad y Peirianwyr Nwy a Rheolwyr (IGEM) ar ran y Cyngor Peirianneg at ddibenion rhannol gwrdd â'r gofynion academaidd ar gyfer cofrestru fel Peiriannydd Siartredig.,09805
http://www.textileinstitute.org/accreditation.asp,"Accreditation is the approval of a programme, giving holders of the programme's award exemption from the academic requirements for a Textile Institute professional qualification.",Achrededig gan Y Sefydliad Tecstilau.,18301
http://www.engc.org.uk/informationfor/students-apprentices-and-graduates/,Accredited by the Chartered Institution of Building Services Engineers (CIBSE) on behalf of the Engineering Council for the purposes of partially meeting the academic requirement for registration as a Chartered Engineer.,Hachredu gan y Sefydliad Siartredig Peirianwyr Gwasanaethau Adeiladu (CIBSE) ar ran y Cyngor Peirianneg at ddibenion rhannol gwrdd â'r gofynion academaidd ar gyfer cofrestru fel Peiriannydd Siartredig.,04005
http://www.engc.org.uk/informationfor/students-apprentices-and-graduates/,Accredited by the Chartered Institute of Highways and Transportation (CIHT) on behalf of the Engineering Council for the purposes of partially meeting the academic requirement for registration as a Chartered Engineer.,Hachredu gan y Sefydliad Siartredig Priffyrdd a Chludiant (CIHT) ar ran y Cyngor Peirianneg at ddibenion rhannol gwrdd â'r gofynion academaidd ar gyfer cofrestru fel Peiriannydd Siartredig.,03005
http://www.engc.org.uk/informationfor/students-apprentices-and-graduates/,Accredited by the Chartered Institute of Plumbing and Heating Engineers (CIPHE) on behalf of the Engineering Council for the purposes of partially meeting the academic requirement for registration as a Chartered Engineer.,Hachredu gan y Sefydliad Siartredig Peirianwyr Plymio a Gwresogi (CIPHE) ar ran y Cyngor Peirianneg at ddibenion rhannol gwrdd â'r gofynion academaidd ar gyfer cofrestru fel Peiriannydd Siartredig.,19305
http://www.ciwem.org/membership/apply-for-membership/associate-aciwem.aspx,Accredited by the Chartered Institution of Water and Environmental Management (CIWEM) on behalf of the Engineering Council for the purposes of partially meeting the academic requirement for registration as a Chartered Engineer.,Hachredu gan y Sefydliad Siartredig Rheoli Dŵr a'r Amgylchedd (CIWEM) ar ran y Cyngor Peirianneg at ddibenion rhannol gwrdd â'r gofynion academaidd ar gyfer cofrestru fel Peiriannydd Siartredig.,04206
http://www.engc.org.uk/informationfor/students-apprentices-and-graduates/,Accredited by the Energy Institute (EI) on behalf of the Engineering Council for the purposes of partially meeting the academic requirement for registration as a Chartered Engineer.,Hachredu gan y Sefydliad Ynni (EI) ar ran y Cyngor Peirianneg ar gyfer y ddibenion rhannol gwrdd â'r gofynion academaidd ar gyfer cofrestru fel Peiriannydd Siartredig.,05108
http://www.engc.org.uk/informationfor/students-apprentices-and-graduates/,Accredited by the Institution of Agricultural Engineers (IAgrE) on behalf of the Engineering Council for the purposes of partially meeting the academic requirement for registration as a Chartered Engineer.,Hachredu gan Sefydliad y Peirianwyr Amaethyddol (IAgrE) ar ran y Cyngor Peirianneg at ddibenion rhannol gwrdd â'r gofynion academaidd ar gyfer cofrestru fel Peiriannydd Siartredig.,09105
http://www.engc.org.uk/informationfor/students-apprentices-and-graduates/,Accredited by the Institution of Civil Engineers (ICE) on behalf of the Engineering Council for the purposes of partially meeting the academic requirement for registration as a Chartered Engineer.,Hachredu gan Sefydliad y Peirianwyr Sifil (ICE) ar ran y Cyngor Peirianneg at ddibenion rhannol gwrdd â'r gofynion academaidd ar gyfer cofrestru fel Peiriannydd Siartredig.,09305
http://www.engc.org.uk/informationfor/students-apprentices-and-graduates/,Accredited by the Institution of Engineering Designers (IED) on behalf of the Engineering Council for the purposes of fully meeting the academic requirement for registration as a Chartered Engineer and for meeting the requirements for Membership of the IED (MIED).,Achrededig gan Sefydliad y Dylunwyr Peirianneg (IED) ar ran y Cyngor   Peirianneg at ddibenion cwrdd yn llawn â'r gofyniad academaidd ar gyfer   cofrestru fel Peiriannydd Siartredig a chwrdd â'r gofynion ar gyfer Aelodaeth   o Sefydliad y Dylunwyr Peirianneg (MIED).,09507
http://www.engc.org.uk/informationfor/students-apprentices-and-graduates/,Accredited by the Institution of Engineering Designers (IED) on behalf of the Engineering Council for the purposes of fully meeting the academic requirement for registration as an Incorporated Engineer and meeting the academic requirement for Membership of the IED (MIED).,Achrededig gan Sefydliad y Dylunwyr Peirianneg (IED) ar ran y Cyngor   Peirianneg at ddibenion cwrdd yn llawn â'r gofyniad academaidd ar gyfer   cofrestru fel Peiriannydd Corfforedig a chwrdd â'r gofyniad academaidd ar   gyfer Aelodaeth o Sefydliad y Dylunwyr Peirianneg (MIED).,09508
http://www.engc.org.uk/informationfor/students-apprentices-and-graduates/,Accredited by the Institution of Engineering Designers (IED) on behalf of the Engineering Council for the purposes of partially meeting the academic requirement for registration as a Chartered Engineer and for meeting the academic requirement for registration as a Members of the Institution of Engineering Designers.,Achrededig gan Sefydliad y Dylunwyr Peirianneg (IED) ar ran y Cyngor   Peirianneg at ddibenion cwrdd yn llawn â'r gofyniad academaidd ar gyfer   cofrestru fel Peiriannydd Siartredig a chwrdd â'r gofyniad academaidd ar   gyfer cofrestru fel Aelodau o Sefydliad y Dylunwyr Peirianneg.,09509
http://www.ied.org.uk/courses,Accredited by the Institution of Engineering Designers as meeting the requirements for Chartered Technological Product Designer (CTPD).,Achrededig gan Sefydliad y Dylunwyr Peirianneg (IED) ar gyfer cwrdd   â'r gofynion ar gyfer Dylunydd Cynnyrch Technolegol Siartredig (CTPD),09510
http://www.engc.org.uk/informationfor/students-apprentices-and-graduates/,Accredited by the Institution of Engineering Designers (IED) on behalf of the Engineering Council for the purposes of fully meeting the academic requirements for registration as an Engineering Technician and meeting the academic requirement for Membership of the IED (MIED).,Achrededig gan Sefydliad y Dylunwyr Peirianneg ar ran y Cyngor   Peirianneg at ddibenion cwrdd yn llawn â'r gofynion academaidd ar gyfer   cofrestru fel Technegydd Peirianneg a chwrdd â'r gofyniad academaidd ar gyfer   aelodaeth o Sefydliad y Dylunwyr Peirianneg (MIED).,09511
http://www.engc.org.uk/informationfor/students-apprentices-and-graduates/,Accredited by the Institution of Engineering Designers as meeting the requirements for Membership of the IED with further learning to Chartered Technological Product Designer (CTPD).,Achrededig gan Sefydliad y Dylunwyr Peirianneg i gwrdd â'r gofynion ar gyfer Aelodaeth o Sefydliad y Dylunwyr Peirianneg gyda dysgu pellach at lefel Dylunydd Cynnyrch Technolegol Siartredig (CTPD).,09512
http://www.cpaaustralia.com.au/accreditation,Accredited by CPA Australia for the purpose of eligibility for Associate membership and the exemption from all foundation exams.,Achredir gan CPA Awstralia at ddibenion cymhwyster ar gyfer aelodaeth Cysylltiol a'r eithriad o bob arholiadau sylfaen.,19401
http://www.tiga.org/education/tiga-accreditation,"Accredited by TIGA (The Independent Game Developers' Association) as delivering skills relevant to the games industry. TIGA accreditation is applicable to courses meeting any of a wide range of games industry needs, such as programming, art, design and entrepreneurship.","Achredir gan Tiga (Cymdeithas Y Gêm Datblygwyr' Annibynnol) â darparu sgiliau sy'n berthnasol i'r diwydiant gemau. Achrediad Tiga yn berthnasol i gyrsiau bodloni unrhyw un o'r ystod eang o anghenion y diwydiant gemau, megis rhaglennu, celf, dylunio ac entrepreneuriaeth.",19501
http://www.engc.org.uk/informationfor/students-apprentices-and-graduates/,Accredited by the Institution of Agricultural Engineers (IAgrE) on behalf of the Engineering Council for the purposes of partially meeting the academic requirements for registration as an Incorporated Engineer. A further year of work experience is required for full registration at IEng.,Wedi'i achredu gan Sefydliad y Peirianwyr Amaethyddol ( IAgrE ) ar ran y Cyngor Peirianneg i bwrpas rhannol fodloni'r gofynion academaidd ar gyfer cofrestru fel Peiriannydd Corfforedig. Mae angen blwyddyn arall o brofiad gwaith ar gyfer cofrestru llawn yn IEng.,09106
http://www.icheme.org/membership/technician.aspx,Accredited by the Institution of Chemical Engineers (IChemE) on behalf of the Engineering Council for the purposes of partially meeting the academic requirement for registration as a Chartered Engineer.,Hachredu gan Sefydliad y Peirianwyr Cemegol (IChemE) ar ran y Cyngor Peirianneg at ddibenion rhannol gwrdd â'r gofynion academaidd ar gyfer cofrestru fel Peiriannydd Siartredig.,09207
http://www.ied.org.uk/courses,Accredited by the Institution of Engineering Designers (IED) on behalf of the Engineering Council for the purposes of partially meeting the academic requirement for registration as a Chartered Engineer.,Hachredu gan y Sefydliad y Dylunwyr Peirianneg (IED) ar ran y Cyngor Peirianneg at ddibenion rhannol gwrdd â'r gofynion academaidd ar gyfer cofrestru fel Peiriannydd Siartredig.,09506
http://www.engc.org.uk/informationfor/students-apprentices-and-graduates/,Accredited by the Institution of Engineering and Technology (IET) on behalf of the Engineering Council for the purposes of partially meeting the academic requirement for registration as a Chartered Engineer.,Hachredu gan y Sefydliad Peirianneg a Thechnoleg (IET) ar ran y Cyngor Peirianneg at ddibenion rhannol gwrdd â'r gofynion academaidd ar gyfer cofrestru fel Peiriannydd Siartredig.,09405
http://www.engc.org.uk/informationfor/students-apprentices-and-graduates/,Accredited by the Institution of Fire Engineers (IFE) on behalf of the Engineering Council for the purposes of partially meeting the academic requirement for registration as a Chartered Engineer.,Achredir gan Sefydliad y Peirianwyr Tân (IFE) ar ran y Cyngor Peirianneg at ddibenion rhannol gwrdd â'r gofynion academaidd ar gyfer cofrestru fel Peiriannydd Siartredig.,09706
http://www.engc.org.uk/informationfor/students-apprentices-and-graduates/,Accredited by the Institute of Highway Engineers (IHE) on behalf of the Engineering Council for the purposes of partially meeting the academic requirement for registration as a Chartered Engineer.,Hachredu gan y Sefydliad y Peirianwyr Priffyrdd (IHE) ar ran y Cyngor Peirianneg at ddibenion llawn cwrdd â'r gofynion academaidd ar gyfer cofrestru fel Peiriannydd Siartredig.,08105
http://www.imarest.org/Membership/Accreditation,"Accredited by the Institute of Marine Engineering, Science and Technology (IMarEST) on behalf of the Engineering Council for the purposes of partially meeting the academic requirement for registration as a Chartered Engineer.","Hachredu gan y Sefydliad Peirianneg Forol, Gwyddoniaeth a Thechnoleg (IMarEST) at ddibenion llawn cwrdd â'r gofynion academaidd ar gyfer cofrestru fel Technolegydd Morol Siartredig.",08410
http://www.engc.org.uk/informationfor/students-apprentices-and-graduates/,Accredited by the Institution of Mechanical Engineers (IMechE) on behalf of the Engineering Council for the purposes of partially meeting the academic requirement for registration as a Chartered Engineer.,Hachredu gan Sefydliad y Peirianwyr Mecanyddol (IMechE) ar ran y Cyngor Peirianneg at ddibenion rhannol gwrdd â'r gofynion academaidd ar gyfer cofrestru fel Peiriannydd Siartredig.,09906
http://www.engc.org.uk/informationfor/students-apprentices-and-graduates/,Accredited by the Institute of Measurement and Control (InstMC) on behalf of the Engineering Council for the purposes of partially meeting the academic requirement for registration as a Chartered Engineer.,Hachredu gan y Sefydliad Mesur a Rheoli (InstMC) ar ran y Cyngor Peirianneg at ddibenion rhannol gwrdd â'r gofynion academaidd ar gyfer cofrestru fel Peiriannydd Siartredig.,08705
http://www.engc.org.uk/informationfor/students-apprentices-and-graduates/,"Accredited by the Institute of Materials, Minerals and Mining (IOM3) on behalf of the Engineering Council for the purposes of partially meeting the academic requirement for registration as a Chartered Engineer.","Hachredu gan y Sefydliad Deunyddiau, Mwynau a Mwyngloddio (IOM3) ar ran y Cyngor Peirianneg at ddibenion rhannol gwrdd â'r gofynion academaidd ar gyfer cofrestru fel Peiriannydd Siartredig.",08505
http://www.engc.org.uk/informationfor/students-apprentices-and-graduates/,Accredited by the Institute of Physics and Engineering in Medicine (IPEM) on behalf of the Engineering Council for the purposes of partially meeting the academic requirement for registration as a Chartered Engineer.,Hachredu gan y Sefydliad Ffiseg a Pheirianneg mewn Meddygaeth (IPEM) ar ran y Cyngor Peirianneg at ddibenion rhannol gwrdd â'r gofynion academaidd ar gyfer cofrestru fel Peiriannydd Siartredig.,08805
http://www.engc.org.uk/informationfor/students-apprentices-and-graduates/,Accredited by the Institution of Structural Engineers (IStructE) on behalf of the Engineering Council for the purposes of partially meeting the academic requirement for registration as a Chartered Engineer.,Hachredu gan Sefydliad y Peirianwyr Strwythurol (IStructE) ar ran y Cyngor Peirianneg at ddibenion rhannol gwrdd â'r gofynion academaidd ar gyfer cofrestru fel Peiriannydd Siartredig.,10005
http://www.engc.org.uk/informationfor/students-apprentices-and-graduates/,Accredited by the Royal Aeronautical Society (RAeS) on behalf of the Engineering Council for the purposes of partially meeting the academic requirement for registration as a Chartered Engineer.,Hachredu gan y Gymdeithas Awyrennol Frenhinol (RAeS) ar ran y Cyngor Peirianneg at ddibenion rhannol gwrdd â'r gofynion academaidd ar gyfer cofrestru fel Peiriannydd Siartredig.,11605
http://www.engc.org.uk/informationfor/students-apprentices-and-graduates/,Accredited by the Royal Institution of Naval Architects (RINA) on behalf of the Engineering Council for the purposes of partially meeting the academic requirement for registration as a Chartered Engineer.,Hachredu gan y Sefydliad Brenhinol y Penseiri Llyngesol (RINA) ar ran y Cyngor Peirianneg at ddibenion rhannol gwrdd â'r gofynion academaidd ar gyfer cofrestru fel Peiriannydd Siartredig.,12305
http://www.engc.org.uk/informationfor/students-apprentices-and-graduates/,Accredited by the Society of Operations Engineers (SOE) on behalf of the Engineering Council for the purposes of partially meeting the academic requirement for registration as a Chartered Engineer.,Hachredu gan y Gymdeithas y Peirianwyr Gweithrediadau (SOE) ar ran y Cyngor Peirianneg at ddibenion rhannol gwrdd â'r gofynion academaidd ar gyfer cofrestru fel Peiriannydd Siartredig.,19105
http://www.engc.org.uk/informationfor/students-apprentices-and-graduates/,Accredited by The Welding Institute (TWI) on behalf of the Engineering Council for the purposes of partially meeting the academic requirement for registration as a Chartered Engineer.,Ei achredu gan y Sefydliad Weldio (TWI) ar ran y Cyngor Peirianneg at ddibenion rhannol gwrdd â'r gofynion academaidd ar gyfer cofrestru fel Peiriannydd Siartredig.,19205
http://www.forensic-science-society.org.uk/Accreditation,The Chartered Society of Forensic Sciences provides an accreditation system for both undergraduate and postgraduate courses in forensic science and related topics. Accreditation is given provided the course content meets with the Society's component standards which provide a quality endorsement of the course.,Cymdeithas Siartredig y Gwyddorau Fforensig yn darparu system achredu ar gyfer cyrsiau israddedig ac ôl-raddedig mewn gwyddoniaeth fforensig a phynciau cysylltiedig. Achrediad yn cael ei roi Darperir cynnwys y cwrs yn cwrdd â safonau cydran y Gymdeithas sy'n darparu ardystiad ansawdd y cwrs.,05601
http://www.bcs.org/content/conWebDoc/51757,"Accredited by BCS, the Chartered Institute for IT for the award of Euro-Inf Bachelor Quality Label on behalf of EQANIE (European Quality Assurance Network for Informatics Education e.V.) as satisfying the outcomes of First Cycle Programmes specified by the Euro-Inf Framework Standards and Accreditation Criteria for Informatics Degree Programmes.","Achredir gan BCS, Sefydliad Siartredig TG gyfer dyfarnu Label Ansawdd Euro - inf Baglor ar ran EQANIE (Rhwydwaith Ewropeaidd ar Sicrwydd Ansawdd ar gyfer Addysg Gwybodeg e.V.) fel bodloni canlyniadau Rhaglenni Cylch Cyntaf a bennir gan y - inf Euro Safonau Fframwaith a Meini prawf achredu ar gyfer Rhaglenni Gradd Gwybodeg",01111
http://www.bcs.org/content/conWebDoc/51757,"Accredited by BCS, the Chartered Institute for IT for the award of Euro-Inf Master Quality Label on behalf of EQANIE (European Quality Assurance Network for Informatics Education e.V.) as satisfying the outcomes of Second Cycle Programmes specified by the Euro-Inf Framework Standards and Accreditation Criteria for Informatics Degree Programmes.","Achredir gan BCS, Sefydliad Siartredig TG gyfer dyfarnu Label Euro - inf Meistr Ansawdd ar ran EQANIE (Rhwydwaith Ewropeaidd ar Sicrwydd Ansawdd ar gyfer Addysg Gwybodeg e.V.) fel bodloni canlyniadau Rhaglenni Ail Gylch a bennir gan y Safonau Fframwaith Ewro- inf a Meini prawf achredu ar gyfer Rhaglenni Gradd Gwybodeg",01112
http://www.cilex.org.uk/study/exemptions.aspx,"The Chartered Institute of Legal Executives, a professional, membership and regulated awarding organisation recognises for exemption purposes an embedded Graduate Fast Track pathway for the various London South Bank University LLB (qualifying law degree) students (outlined at 4).","Sefydliad Siartredig y Gweithredwyr Cyfreithiol, gweithiwr proffesiynol, aelodaeth a sefydliad dyfarnu a reoleiddir yn cydnabod i ddibenion eithrio llwybr Llwybr Carlam i Raddedigion gwreiddio ar gyfer y gwahanol De Llundain Bank University LLB (gradd yn y gyfraith gymhwyso) myfyrwyr (a amlinellir yn 4). ",19601
http://nshcs.org.uk/for-the-public/accreditation,"Accredited by the NSHCS (National School of Health Care Science), on behalf of Health education England, for the purpose of eligibility for registration as a Health-care Science Practitioner on the AHCS (Academy for Healthcare and Science) voluntary accredited register.","Hachredu gan y NSHCS (National Ysgol Gwyddorau Gofal Iechyd), ar ran Addysg iechyd Lloegr, at ddiben cymhwyster i gofrestru fel Iechyd-ofal Ymarferydd Gwyddoniaeth ar y AHCS (Academi mewn Gofal Iechyd a Gwyddoniaeth) gofrestr achrededig gwirfoddol.",19701
https://www.rsb.org.uk/education/accreditation,"This course is accredited at advanced level by the Royal Society of Biology for the purpose of meeting in part the academic and experience requirement for the Membership and Chartered Biologist (CBiol). Graduates can apply for membership of the Royal Society of Biology at Member (MRSB) level after two years of practice, rather than the usual three years, due to the significant research experience acquired.","Mae'r cwrs hwn wedi'i achredu ar lefel uwch gan y Gymdeithas Frenhinol Bioleg at y diben o gyfarfod yn rhannol y gofynion academaidd a phrofiad ar gyfer Aelodaeth a Biolegydd Siartredig (CBiol). Gall graddedigion wneud cais am aelodaeth o'r Gymdeithas Frenhinol Bioleg ar lefel Aelodau (MRSB) ar ôl dwy flynedd o ymarfer, yn hytrach na'r tair blynedd arferol.",13403
http://www.sbid.org/accreditation/ ,Accredited by the Society of British and International Design (member of the European council of interior architecture) for the purpose of free student membership for 3 years leading to a 2 year professional membership.,Wedi'i achredu gan Gymdeithas Brydeinig a Dylunio Rhyngwladol (aelod o gyngor Ewropeaidd o bensaernïaeth y tu mewn) at y diben o aelodaeth am ddim i fyfyrwyr am 3 blynedd yn arwain at 2 flynedd aelodaeth broffesiynol.,20001
http://www.esbendorsement.org.uk,"Endorsement by the Endorsement and Quality Standards Board for Community Development Learning (ESB) ensures the professional competence of students completing the programme, through its requirements for the content of all taught modules/workshops and the requirements for practice and its assessment against the CD NOS (2015).","Cymeradwyaeth gan y Cymeradwyaeth a Safonau Ansawdd Bwrdd ar gyfer Dysgu Datblygu Cymunedol (ESB) yn sicrhau cymhwysedd proffesiynol y myfyrwyr sy'n cwblhau'r rhaglen, trwy ei ofynion am gynnwys pob modiwl/gweithdai a addysgir a gofynion ar gyfer ymarfer ac mae ei asesiad yn erbyn y CD NOS (2015).",19901
